person age,person income,person emp length,loan amnt,loan int rate,loan percent income,cb person cred hist length,person home ownership MORTGAGE,person home ownership OTHER,person home ownership OWN,person home ownership RENT,loan intent DEBTCONSOLIDATION,loan intent EDUCATION,loan intent HOMEIMPROVEMENT,loan intent MEDICAL,loan intent PERSONAL,loan intent VENTURE,cb person default on file N,cb person default on file Y
0.068333484,0.3403272,0.10556063,0.0028187996,1.0606467,0.18227491,0.30943674,0.008674562,0.000198439,0.118734814,0.256613,0.048940275,0.053177956,0.20854269,0.1996456,0.005403184,0.15208647,0.049946673,0.0027004217
0.17154549,0.32891214,0.20096642,0.11472312,0.48593298,0.7950168,0.34450215,0.012121286,0.0008694247,0.09528578,0.07576444,0.15510789,0.008568091,0.17558248,0.012769433,0.014888852,0.036929112,0.20231777,0.003906491
0.24691737,0.6068792,0.35149795,0.12689342,0.2655489,0.6233484,0.060590137,0.0071524023,0.0001539942,0.07971865,0.114147276,0.08682918,0.045106363,0.077324115,0.040298395,0.02306102,0.13107307,0.078014754,0.007040863
0.20655607,1.3162143,0.24344979,0.06608686,1.5015402,0.5573446,0.35371423,0.019541444,0.0002252118,0.068104215,0.31713676,0.119026504,0.033588465,0.17619485,0.06431121,0.025586233,1.2630593,0.15711385,0.018114295
0.37803084,0.15558803,0.07285872,0.0100609185,1.0406895,0.40197664,0.11527635,0.04297999,0.00020459329,0.08145959,0.2571386,0.039069712,0.050660085,0.10313902,0.06608198,0.02964572,0.17045434,0.042029563,0.0077867312
0.16729751,0.0061331964,0.4381833,0.13629901,0.87254184,0.49927422,0.34679464,0.01015431,1.5278605e-05,0.10505063,0.3195739,0.11363304,0.052104913,0.17337832,0.11364615,0.0145342685,0.62390083,0.070467785,0.0040173824
0.07923991,0.58129895,0.25043795,0.016639318,0.447387,0.34281275,0.33722904,0.0024442382,0.0001539942,0.06817742,0.20544778,0.3393256,0.03604145,0.17339379,0.045163605,0.013222229,0.12861532,0.085532665,0.0029023138
0.17681704,1.10349,0.18806063,0.01057468,0.5441012,0.6689455,0.19277115,0.010674906,0.00040596558,0.07970436,0.09339343,0.09312851,0.010467496,0.0734524,0.18632166,0.017133884,0.13722047,0.096607976,0.0073244814
0.19360267,0.5903169,0.47234207,0.022602484,1.3954417,0.6888586,0.23795065,0.0127698025,0.0012286794,0.094384216,0.1657591,0.069341555,0.0025502818,0.1751315,0.015994862,0.048508376,0.12794489,0.037611555,0.006604178
0.19682977,4.816217,0.0057408204,0.30879766,0.11265619,0.7356449,0.22784255,0.008384363,0.00028401605,1.8298906,0.5508044,0.11481389,0.052411463,0.1220667,0.09446753,0.08365813,0.028832294,0.0069228266,0.0017203903
0.2673959,0.5043305,0.365338,0.07417998,0.34552416,0.60594463,0.3711492,0.05100861,1.6441736e-06,0.08375629,0.07990571,0.28690627,0.045988526,0.18775219,0.05395032,0.028041283,0.0662625,0.15155126,0.010886738
0.28802842,0.19389658,0.19634303,0.038230933,1.1423666,0.80959916,0.28948838,0.0070854966,0.000198439,0.07746363,0.12075286,0.22516808,0.019650165,0.12126744,0.02706642,0.0066012125,0.1571321,0.032324523,0.0020473988
0.078411624,1.3428255,0.212797,0.24424024,1.6192759,0.6549517,0.1501863,0.013498485,0.00020458185,0.059638865,0.1808987,0.2729987,0.0102256285,0.091990545,0.035817727,0.024593184,0.11335966,0.0776224,0.008191489
0.3076499,0.21831329,0.3484623,0.0027259756,0.36026233,0.36153704,0.22112101,0.038944904,0.0012036148,0.0805544,0.38627428,0.08455885,0.004225458,0.07235812,0.07350148,0.025905685,0.99099565,0.18602253,0.018736077
0.04129876,0.41297308,0.38528356,0.11609828,1.5829345,0.90751183,0.36565468,0.0029410692,0.00084380456,0.0641693,0.16644102,0.05844877,0.010331117,0.08489436,0.04275043,0.028947065,1.2945063,0.12848598,0.00889649
